language,en-US,AAPL
gmtOffSetMilliseconds,-18000000,BAR
market,us_market,BAR
esgPopulated,False,BAR
marketState,POST,BAR
exchange,PCX,BAR
shortName,GraniteShares Gold Trust Shares,BAR
firstTradeDateMilliseconds,1504272600000,BAR
priceHint,2,BAR
postMarketChangePercent,-0.21539585,BAR
postMarketTime,1645047384,BAR
postMarketPrice,18.53,BAR
postMarketChange,-0.03999901,BAR
regularMarketChange,0.190001,BAR
regularMarketChangePercent,1.03374,BAR
regularMarketTime,1645045200,BAR
regularMarketPrice,18.57,BAR
regularMarketDayHigh,18.5799,BAR
regularMarketDayRange,18.43 - 18.5799,BAR
regularMarketDayLow,18.43,BAR
regularMarketVolume,251250,BAR
regularMarketPreviousClose,18.38,BAR
bid,18.56,BAR
ask,18.56,BAR
bidSize,30,BAR
askSize,361,BAR
fullExchangeName,NYSEArca,BAR
regularMarketOpen,18.43,BAR
averageDailyVolume3Month,275209,BAR
averageDailyVolume10Day,265530,BAR
fiftyTwoWeekLowChange,1.8999996,BAR
fiftyTwoWeekLowChangePercent,0.11397718,BAR
fiftyTwoWeekRange,16.67 - 18.97,BAR
fiftyTwoWeekHighChange,-0.39999962,BAR
fiftyTwoWeekHighChangePercent,-0.021085905,BAR
fiftyTwoWeekLow,16.67,BAR
fiftyTwoWeekHigh,18.97,BAR
ytdReturn,-6.85,BAR
trailingThreeMonthReturns,3.59,BAR
trailingThreeMonthNavReturns,4.22,BAR
fiftyDayAverage,17.9675,BAR
fiftyDayAverageChange,0.602499,BAR
fiftyDayAverageChangePercent,0.033532713,BAR
twoHundredDayAverage,17.94485,BAR
twoHundredDayAverageChange,0.6251488,BAR
twoHundredDayAverageChangePercent,0.034837224,BAR
sourceInterval,15,BAR
exchangeDataDelayedBy,0,BAR
tradeable,False,BAR
symbol,BAR,BAR
language,en-US,BB
region,US,BB
quoteType,EQUITY,BB
quoteSourceName,Nasdaq Real Time Price,BB
triggerable,True,BB
currency,USD,BB
exchange,NYQ,BB
shortName,BlackBerry Limited,BB
longName,BlackBerry Limited,BB
messageBoardId,finmb_399960,BB
exchangeTimezoneName,America/New_York,BB
exchangeTimezoneShortName,EST,BB
gmtOffSetMilliseconds,-18000000,BB
market,us_market,BB
esgPopulated,False,BB
marketState,POST,BB
priceEpsCurrentYear,-34.04762,BB
sharesOutstanding,573676032,BB
bookValue,2.439,BB
fiftyDayAverage,8.5578,BB
fiftyDayAverageChange,-1.4078002,BB
fiftyDayAverageChangePercent,-0.16450492,BB
twoHundredDayAverage,10.1497,BB
twoHundredDayAverageChange,-2.9997,BB
twoHundredDayAverageChangePercent,-0.2955457,BB
marketCap,4113166080,BB
forwardPE,-238.33334,BB
priceToBook,2.9315295,BB
sourceInterval,15,BB
